Data,Hora,Data Valor,Produto,ISIN,Descrição,T.,Mudança,,Saldo,,ID da Ordem
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,Levantamento de divisa,1.1722,USD,-550.20,USD,0.00,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,Crédito de divisa,,EUR,469.39,EUR,3730.17,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.21,EUR,3260.78,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,Levantamento de divisa,1.1722,USD,-1834.00,USD,550.20,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,Crédito de divisa,,EUR,1564.62,EUR,3260.99,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.68,EUR,1696.37,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,Levantamento de divisa,1.1722,USD,-1834.00,USD,2384.20,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,Crédito de divisa,,EUR,1564.62,EUR,1697.05,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.68,EUR,132.43,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,Levantamento de divisa,1.1722,USD,-917.00,USD,4218.20,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,Crédito de divisa,,EUR,782.31,EUR,133.11,9bdcf4e1-fbd1-4b19-
,,,,,,,,,,,b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.34,EUR,-649.20,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,Levantamento de divisa,1.1722,USD,-1687.28,USD,5135.20,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,Crédito de divisa,,EUR,1439.45,EUR,-648.86,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.63,EUR,-2088.31,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,Levantamento de divisa,1.1722,USD,-146.72,USD,6822.48,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,Crédito de divisa,,EUR,125.17,EUR,-2087.68,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.05,EUR,-2212.85,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,-2212.80,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,"Venda 60 CMB Tech NV@9,17 USD (BE0003816338)",,USD,550.20,USD,6969.20,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,"Venda 200 CMB Tech NV@9,17 USD (BE0003816338)",,USD,1834.00,USD,6419.00,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,"Venda 200 CMB Tech NV@9,17 USD (BE0003816338)",,USD,1834.00,USD,4585.00,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,"Venda 100 CMB Tech NV@9,17 USD (BE0003816338)",,USD,917.00,USD,2751.00,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,"Venda 184 CMB Tech NV@9,17 USD (BE0003816338)",,USD,1687.28,USD,1834.00,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:34,24-09-2021,CMB TECH NV,BE0003816338,"Venda 16 CMB Tech NV@9,17 USD (BE0003816338)",,USD,146.72,USD,146.72,9bdcf4e1-fbd1-4b19-b406-b9c9e29a500f
24-09-2021,17:25,24-09-2021,EUN P6.50 17DEC21,BEEN01556081,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-5.10,EUR,-2212.30,deda8a82-e733-4813-a8bf-9a6fff0b8c38
24-09-2021,17:25,24-09-2021,EUN P6.50 17DEC21,BEEN01556081,"Compra 6 EUN P6.50 17DEC21@0,12 EUR (BEEN01556081)",,EUR,-72.00,EUR,-2207.20,deda8a82-e733-4813-a8bf-9a6fff0b8c38
22-09-2021,10:18,22-09-2021,EUN P7.00 17DEC21,BEEN01399722,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-2.55,EUR,-2135.20,605924c5-535d-4aad-944f-1cc6dba44773
22-09-2021,10:18,22-09-2021,EUN P7.00 17DEC21,BEEN01399722,"Compra 3 EUN P7.00 17DEC21@0,3 EUR (BEEN01399722)",,EUR,-90.00,EUR,-2132.65,605924c5-535d-4aad-944f-1cc6dba44773
22-09-2021,10:18,22-09-2021,EUN P7.00 15OKT21,BEEN02259339,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-5.10,EUR,-2042.65,c9f0777b-4614-453a-a2e1-aef6b7000cbd
22-09-2021,10:18,22-09-2021,EUN P7.00 15OKT21,BEEN02259339,"Compra 6 EUN P7.00 15OKT21@0,1 EUR (BEEN02259339)",,EUR,-60.00,EUR,-2037.55,c9f0777b-4614-453a-a2e1-aef6b7000cbd
22-09-2021,10:18,22-09-2021,EUN P6.80 15OKT21,BEEN02212031,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-2.55,EUR,-1977.55,5d80de6c-e685-45d7-94a4-d716ac27a2d3
22-09-2021,10:18,22-09-2021,EUN P6.80 15OKT21,BEEN02212031,"Compra 3 EUN P6.80 15OKT21@0,08 EUR (BEEN02212031)",,EUR,-24.00,EUR,-1975.00,5d80de6c-e685-45d7-94a4-d716ac27a2d3
10-09-2021,16:07,10-09-2021,ISHARES CORE MSCI WORLD UCITS ETF USD,IE00B4L5Y983,"Compra 4 iShares Core MSCI World UCITS ETF USD (Acc)@73,13 EUR (IE00B4L5Y983)",,EUR,-292.52,EUR,-1951.00,3fbb5cb2-a5f6-4a29-b605-af90df059566
10-09-2021,07:30,09-09-2021,,,Levantamento de divisa,,EUR,13.48,EUR,-1658.48,
10-09-2021,07:30,09-09-2021,,,Levantamento de divisa,1.1835,USD,-15.96,USD,0.00,
09-09-2021,07:35,08-09-2021,CMB TECH NV,BE0003816338,Dividendo,,USD,22.80,USD,15.96,
09-09-2021,07:35,08-09-2021,CMB TECH NV,BE0003816338,Imposto sobre dividendo,,USD,-6.84,USD,-6.84,
06-09-2021,15:29,31-08-2021,,,Juros,,EUR,-2.08,EUR,-1671.96,
03-09-2021,11:40,03-09-2021,EUN P6.60 15OKT21,BEEN02360152,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-7.65,EUR,-1669.88,7dbb47d9-3577-4bfa-8bb1-9645b2997cfc
03-09-2021,11:40,03-09-2021,EUN P6.60 15OKT21,BEEN02360152,"Venda 9 EUN P6.60 15OKT21@0,11 EUR (BEEN02360152)",,EUR,99.00,EUR,-1662.23,7dbb47d9-3577-4bfa-8bb1-9645b2997cfc
01-09-2021,17:54,01-09-2021,ABBVIE INC,US00287Y1091,Crédito de divisa,1.1838,USD,542.35,USD,0.00,851b0dab-794e-499d-ba92-21432e5d5e56
01-09-2021,17:54,01-09-2021,ABBVIE INC,US00287Y1091,Levantamento de divisa,,EUR,-458.14,EUR,-1761.23,851b0dab-794e-499d-
,,,,,,,,,,,ba92-21432e5d5e56
01-09-2021,17:54,01-09-2021,ABBVIE INC,US00287Y1091,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.02,EUR,-1303.09,851b0dab-794e-499d-ba92-21432e5d5e56
01-09-2021,17:54,01-09-2021,ABBVIE INC,US00287Y1091,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,-1303.07,851b0dab-794e-499d-ba92-21432e5d5e56
01-09-2021,17:54,01-09-2021,ABBVIE INC,US00287Y1091,"Compra 5 Abbvie Inc@108,47 USD (US00287Y1091)",,USD,-542.35,USD,-542.35,851b0dab-794e-499d-ba92-21432e5d5e56
01-09-2021,15:45,01-09-2021,EUN P6.60 15OKT21,BEEN02360152,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-7.65,EUR,-1302.57,3b36f726-8075-4855-b4ed-52c68b3e9937
01-09-2021,15:45,01-09-2021,EUN P6.60 15OKT21,BEEN02360152,"Compra 9 EUN P6.60 15OKT21@0,14 EUR (BEEN02360152)",,EUR,-126.00,EUR,-1294.92,3b36f726-8075-4855-b4ed-52c68b3e9937
27-08-2021,15:45,27-08-2021,ADR ON ALIBABA GROUP HOLDING,US01609W1027,Crédito de divisa,1.1729,USD,1602.50,USD,0.00,69438f05-8182-42b8-aaea-19cb7fbd9ae7
27-08-2021,15:45,27-08-2021,ADR ON ALIBABA GROUP HOLDING,US01609W1027,Levantamento de divisa,,EUR,-1366.24,EUR,-1168.92,69438f05-8182-42b8-aaea-19cb7fbd9ae7
27-08-2021,15:45,27-08-2021,ADR ON ALIBABA GROUP HOLDING,US01609W1027,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.03,EUR,197.32,69438f05-8182-42b8-aaea-19cb7fbd9ae7
27-08-2021,15:45,27-08-2021,ADR ON ALIBABA GROUP HOLDING,US01609W1027,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,197.35,69438f05-8182-42b8-aaea-19cb7fbd9ae7
27-08-2021,15:45,27-08-2021,ADR ON ALIBABA GROUP HOLDING,US01609W1027,"Compra 10 ADR on Alibaba Group Holding@160,25 USD (US01609W1027)",,USD,-1602.50,USD,-1602.50,69438f05-8182-42b8-aaea-19cb7fbd9ae7
27-08-2021,15:42,27-08-2021,FLOW TRADERS NV,NL0011279492,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.43,EUR,197.85,95901690-b015-49c0-9da9-6fd11ff5f9e6
27-08-2021,15:42,27-08-2021,FLOW TRADERS NV,NL0011279492,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-4.00,EUR,198.28,95901690-b015-49c0-9da9-6fd11ff5f9e6
27-08-2021,15:42,27-08-2021,FLOW TRADERS NV,NL0011279492,"Compra 25 Flow Traders NV@34,7 EUR (NL0011279492)",,EUR,-867.50,EUR,202.28,95901690-b015-49c0-9da9-6fd11ff5f9e6
27-08-2021,15:40,27-08-2021,VERIZON COMMUNICATIONS,US92343V1044,Levantamento de divisa,1.1754,USD,-872.96,USD,0.00,f5e8ffdf-4f46-4533-b7aa-b50e8c1832de
27-08-2021,15:40,27-08-2021,VERIZON COMMUNICATIONS,US92343V1044,Crédito de divisa,,EUR,742.71,EUR,1069.78,f5e8ffdf-4f46-4533-b7aa-b50e8c1832de
27-08-2021,15:40,27-08-2021,VERIZON COMMUNICATIONS,US92343V1044,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.05,EUR,327.07,f5e8ffdf-4f46-4533-b7aa-b50e8c1832de
27-08-2021,15:40,27-08-2021,VERIZON COMMUNICATIONS,US92343V1044,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,327.12,f5e8ffdf-4f46-4533-b7aa-b50e8c1832de
27-08-2021,15:40,27-08-2021,VERIZON COMMUNICATIONS,US92343V1044,"Venda 16 Verizon Communications@54,56 USD (US92343V1044)",,USD,872.96,USD,872.96,f5e8ffdf-4f46-4533-b7aa-b50e8c1832de
27-08-2021,15:39,27-08-2021,ABBVIE INC,US00287Y1091,Levantamento de divisa,1.1753,USD,-720.12,USD,0.00,edc087bf-974c-4857-9b36-d4a8c62ec0b0
27-08-2021,15:39,27-08-2021,ABBVIE INC,US00287Y1091,Crédito de divisa,,EUR,612.73,EUR,327.62,edc087bf-974c-4857-9b36-d4a8c62ec0b0
27-08-2021,15:39,27-08-2021,ABBVIE INC,US00287Y1091,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.02,EUR,-285.11,edc087bf-974c-4857-9b36-d4a8c62ec0b0
27-08-2021,15:39,27-08-2021,ABBVIE INC,US00287Y1091,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,-285.09,edc087bf-974c-4857-9b36-d4a8c62ec0b0
27-08-2021,15:39,27-08-2021,ABBVIE INC,US00287Y1091,"Venda 6 Abbvie Inc@120,02 USD (US00287Y1091)",,USD,720.12,USD,720.12,edc087bf-974c-4857-9b36-d4a8c62ec0b0
23-08-2021,07:45,20-08-2021,FLOW TRADERS NV,NL0011279492,Dividendo,,EUR,25.00,EUR,-284.59,
23-08-2021,07:45,20-08-2021,FLOW TRADERS NV,NL0011279492,Imposto sobre dividendo,,EUR,-3.75,EUR,-309.59,
20-08-2021,10:46,19-08-2021,,,"Levantamentos da sua Conta Caixa na flatexDEGIRO Bank AG: 52,31 EUR",,,,EUR,-305.84,
20-08-2021,10:46,19-08-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,52.31,EUR,-253.53,
19-08-2021,13:01,19-08-2021,ISHARES CORE MSCI WORLD UCITS ETF USD,IE00B4L5Y983,"Compra 5 iShares Core MSCI World UCITS ETF USD (Acc)@71,63 EUR (IE00B4L5Y983)",,EUR,-358.15,EUR,-305.84,c036c8b3-9831-4a81-876b-99327d7fd347
19-08-2021,10:33,18-08-2021,,,"Depósitos na sua Conta Caixa na flatexDEGIRO Bank AG: 5,65 EUR",,,,EUR,52.31,
19-08-2021,10:33,18-08-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-5.65,EUR,46.66,
18-08-2021,10:46,17-08-2021,,,"Levantamentos da sua Conta Caixa na flatexDEGIRO Bank AG: 11,85 EUR",,,,EUR,52.31,
18-08-2021,10:46,17-08-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,11.85,EUR,64.16,
18-08-2021,07:34,17-08-2021,,,Levantamento de divisa,,EUR,5.65,EUR,52.31,
18-08-2021,07:34,17-08-2021,,,Levantamento de divisa,1.1720,USD,-6.63,USD,0.00,
17-08-2021,11:36,17-08-2021,FLW P33.00 20AUG21,NLEN02301567,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.85,EUR,46.66,fe39d215-cc7e-4158-8798-a1a98b787e02
17-08-2021,11:36,17-08-2021,FLW P33.00 20AUG21,NLEN02301567,"Compra 1 FLW P33.00 20AUG21@0,11 EUR (NLEN02301567)",,EUR,-11.00,EUR,47.51,fe39d215-cc7e-4158-8798-a1a98b787e02
17-08-2021,07:44,16-08-2021,ABBVIE INC,US00287Y1091,Dividendo,,USD,7.80,USD,6.63,
17-08-2021,07:44,16-08-2021,ABBVIE INC,US00287Y1091,Imposto sobre dividendo,,USD,-1.17,USD,-1.17,
16-08-2021,11:46,13-08-2021,,,"Depósitos na sua Conta Caixa na flatexDEGIRO Bank AG: 58,51 EUR",,,,EUR,58.51,
16-08-2021,11:46,13-08-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-58.51,EUR,0.00,
13-08-2021,17:05,13-08-2021,EUN P6.50 17DEC21,BEEN01556081,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-2.55,EUR,58.51,de37f1c7-a22c-4131-a7cf-fb980a4b3927
13-08-2021,17:05,13-08-2021,EUN P6.50 17DEC21,BEEN01556081,"Venda 3 EUN P6.50 17DEC21@0,52 EUR (BEEN01556081)",,EUR,156.00,EUR,61.06,de37f1c7-a22c-4131-a7cf-fb980a4b3927
13-08-2021,15:39,13-08-2021,EUN P7.00 17DEC21,BEEN01399722,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-2.55,EUR,-94.94,2e8e4c85-45b6-4c95-a439-52cdeaf53381
13-08-2021,15:39,13-08-2021,EUN P7.00 17DEC21,BEEN01399722,"Venda 3 EUN P7.00 17DEC21@0,76 EUR (BEEN01399722)",,EUR,228.00,EUR,-92.39,2e8e4c85-45b6-4c95-a439-52cdeaf53381
12-08-2021,11:55,12-08-2021,EUN P6.80 15OKT21,BEEN02212031,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-2.55,EUR,-320.39,2a5f59a1-960e-4731-b617-c212e3cdf067
12-08-2021,11:55,12-08-2021,EUN P6.80 15OKT21,BEEN02212031,"Venda 3 EUN P6.80 15OKT21@0,38 EUR (BEEN02212031)",,EUR,114.00,EUR,-317.84,2a5f59a1-960e-4731-b617-c212e3cdf067
11-08-2021,14:41,31-07-2021,,,Juros,,EUR,-0.56,EUR,-431.84,
10-08-2021,12:02,10-08-2021,EUN P7.00 15OKT21,BEEN02259339,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-1.70,EUR,-431.28,28439a47-32d0-444b-be27-d7b3bf44fa5a
10-08-2021,12:02,10-08-2021,EUN P7.00 15OKT21,BEEN02259339,"Venda 2 EUN P7.00 15OKT21@0,57 EUR (BEEN02259339)",,EUR,114.00,EUR,-429.58,28439a47-32d0-444b-be27-d7b3bf44fa5a
10-08-2021,11:26,10-08-2021,EUN P6.50 17DEC21,BEEN01556081,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-2.55,EUR,-543.58,276cccca-b888-4b6e-82a6-3ab3662a180a
10-08-2021,11:26,10-08-2021,EUN P6.50 17DEC21,BEEN01556081,"Venda 3 EUN P6.50 17DEC21@0,43 EUR (BEEN01556081)",,EUR,129.00,EUR,-541.03,276cccca-b888-4b6e-82a6-3ab3662a180a
04-08-2021,11:48,04-08-2021,EUN P7.00 15OKT21,BEEN02259339,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-3.40,EUR,-670.03,6b9678df-53a2-4379-8cde-2eae759b862c
04-08-2021,11:48,04-08-2021,EUN P7.00 15OKT21,BEEN02259339,"Venda 4 EUN P7.00 15OKT21@0,42 EUR (BEEN02259339)",,EUR,168.00,EUR,-666.63,6b9678df-53a2-4379-8cde-2eae759b862c
04-08-2021,07:34,03-08-2021,,,Levantamento de divisa,,EUR,7.18,EUR,-834.63,
04-08-2021,07:34,03-08-2021,,,Levantamento de divisa,1.1877,USD,-8.53,USD,0.00,
03-08-2021,07:47,02-08-2021,VERIZON COMMUNICATIONS,US92343V1044,Dividendo,,USD,10.04,USD,8.53,
03-08-2021,07:47,02-08-2021,VERIZON COMMUNICATIONS,US92343V1044,Imposto sobre dividendo,,USD,-1.51,USD,-1.51,
28-07-2021,11:16,27-07-2021,,,"Levantamentos da sua Conta Caixa na flatexDEGIRO Bank AG: 122,02 EUR",,,,EUR,-841.81,
28-07-2021,11:16,27-07-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,122.02,EUR,-719.79,
27-07-2021,15:31,27-07-2021,TENCENT HOLDINGS LTD,KYG875721634,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.44,EUR,-841.81,35056d5a-fc22-43e5-8dc1-26f3da32f253
27-07-2021,15:31,27-07-2021,TENCENT HOLDINGS LTD,KYG875721634,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-7.50,EUR,-841.37,35056d5a-fc22-43e5-8dc1-26f3da32f253
27-07-2021,15:31,27-07-2021,TENCENT HOLDINGS LTD,KYG875721634,"Compra 10 Tencent Holdings Ltd@48,795 EUR (KYG875721634)",,EUR,-487.95,EUR,-833.87,35056d5a-fc22-43e5-8dc1-26f3da32f253
27-07-2021,15:31,27-07-2021,ADR ON ALIBABA GROUP HOLDING,US01609W1027,Crédito de divisa,1.1809,USD,552.00,USD,0.00,93646077-26c5-438d-ac08-3fb27d9c84e6
27-07-2021,15:31,27-07-2021,ADR ON ALIBABA GROUP HOLDING,US01609W1027,Levantamento de divisa,,EUR,-467.43,EUR,-345.92,93646077-26c5-438d-ac08-3fb27d9c84e6
27-07-2021,15:31,27-07-2021,ADR ON ALIBABA GROUP HOLDING,US01609W1027,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.01,EUR,121.51,93646077-26c5-438d-
,,,,,,,,,,,ac08-3fb27d9c84e6
27-07-2021,15:31,27-07-2021,ADR ON ALIBABA GROUP HOLDING,US01609W1027,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,121.52,93646077-26c5-438d-ac08-3fb27d9c84e6
27-07-2021,15:31,27-07-2021,ADR ON ALIBABA GROUP HOLDING,US01609W1027,Compra 3 ADR on Alibaba Group Holding@184 USD (US01609W1027),,USD,-552.00,USD,-552.00,93646077-26c5-438d-ac08-3fb27d9c84e6
26-07-2021,12:16,23-07-2021,,,"Levantamentos da sua Conta Caixa na flatexDEGIRO Bank AG: 1 001,38 EUR",,,,EUR,122.02,
26-07-2021,12:16,23-07-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,1001.38,EUR,1123.40,
23-07-2021,15:35,23-07-2021,TGH P29.00 20AUG21,BEEN01828241,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-1.70,EUR,122.02,0cf78d4a-494c-4360-a567-930d2673d0b3
23-07-2021,15:35,23-07-2021,TGH P29.00 20AUG21,BEEN01828241,"Compra 2 TGH P29.00 20AUG21@0,17 EUR (BEEN01828241)",,EUR,-34.00,EUR,123.72,0cf78d4a-494c-4360-a567-930d2673d0b3
23-07-2021,13:43,23-07-2021,FLOW TRADERS NV,NL0011279492,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.43,EUR,157.72,02b636bf-bdb6-4615-a448-4762ed4d59b1
23-07-2021,13:43,23-07-2021,FLOW TRADERS NV,NL0011279492,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-4.00,EUR,158.15,02b636bf-bdb6-4615-a448-4762ed4d59b1
23-07-2021,13:43,23-07-2021,FLOW TRADERS NV,NL0011279492,"Compra 25 Flow Traders NV@34,08 EUR (NL0011279492)",,EUR,-852.00,EUR,162.15,02b636bf-bdb6-4615-a448-4762ed4d59b1
23-07-2021,13:41,23-07-2021,TGH P30.00 20AUG21,BEEN01828266,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.85,EUR,1014.15,b8e3b543-58bd-44fe-878a-e8a9a56ab621
23-07-2021,13:41,23-07-2021,TGH P30.00 20AUG21,BEEN01828266,"Compra 1 TGH P30.00 20AUG21@0,25 EUR (BEEN01828266)",,EUR,-25.00,EUR,1015.00,b8e3b543-58bd-44fe-878a-e8a9a56ab621
23-07-2021,13:37,23-07-2021,EUN P7.00 17DEC21,BEEN01399722,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-2.55,EUR,1040.00,e8c7cde2-14b4-4edf-ae81-764c2ed24226
23-07-2021,13:37,23-07-2021,EUN P7.00 17DEC21,BEEN01399722,"Compra 3 EUN P7.00 17DEC21@0,5 EUR (BEEN01399722)",,EUR,-150.00,EUR,1042.55,e8c7cde2-14b4-4edf-ae81-764c2ed24226
23-07-2021,13:01,23-07-2021,FLW P33.00 20AUG21,NLEN02301567,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.85,EUR,1192.55,4aa6a3ca-5685-4510-b908-cd1df8171cb4
23-07-2021,13:01,23-07-2021,FLW P33.00 20AUG21,NLEN02301567,"Venda 1 FLW P33.00 20AUG21@0,7 EUR (NLEN02301567)",,EUR,70.00,EUR,1193.40,4aa6a3ca-5685-4510-b908-cd1df8171cb4
20-07-2021,10:47,19-07-2021,,,"Depósitos na sua Conta Caixa na flatexDEGIRO Bank AG: 177,45 EUR",,,,EUR,1123.40,
20-07-2021,10:47,19-07-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-177.45,EUR,945.95,
19-07-2021,16:00,19-07-2021,EUN P7.00 17DEC21,BEEN01399722,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-2.55,EUR,1123.40,17b7cc18-b984-45c5-9c7b-6aa5e1cd6bf4
19-07-2021,16:00,19-07-2021,EUN P7.00 17DEC21,BEEN01399722,"Venda 3 EUN P7.00 17DEC21@0,6 EUR (BEEN01399722)",,EUR,180.00,EUR,1125.95,17b7cc18-b984-45c5-9c7b-6aa5e1cd6bf4
15-07-2021,14:45,03-05-2021,VERIZON COMMUNICATIONS,US92343V1044,Dividendo,,USD,6.28,USD,0.00,
15-07-2021,14:45,03-05-2021,VERIZON COMMUNICATIONS,US92343V1044,Imposto sobre dividendo,,USD,-0.94,USD,-6.28,
15-07-2021,14:43,03-05-2021,VERIZON COMMUNICATIONS,US92343V1044,Dividendo,,USD,-6.28,USD,-5.34,
15-07-2021,14:43,03-05-2021,VERIZON COMMUNICATIONS,US92343V1044,Imposto sobre dividendo,,USD,0.94,USD,0.94,
07-07-2021,11:16,06-07-2021,,,"Levantamentos da sua Conta Caixa na flatexDEGIRO Bank AG: 707,5 EUR",,,,EUR,945.95,
07-07-2021,11:16,06-07-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,707.50,EUR,1653.45,
06-07-2021,13:43,06-07-2021,ISHARES CORE MSCI WORLD UCITS ETF USD,IE00B4L5Y983,"Compra 10 iShares Core MSCI World UCITS ETF USD (Acc)@70,75 EUR (IE00B4L5Y983)",,EUR,-707.50,EUR,945.95,6a12c680-5c2b-40b4-8dac-f3f79e423b26
01-07-2021,22:10,30-06-2021,,,Flatex Interest,,EUR,-2.78,EUR,1653.45,
25-06-2021,12:47,24-06-2021,,,"Depósitos na sua Conta Caixa na flatexDEGIRO Bank AG: 2,45 EUR",,,,EUR,1656.23,
25-06-2021,12:47,24-06-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-2.45,EUR,1653.78,
24-06-2021,16:25,24-06-2021,TGH P29.00 20AUG21,BEEN01828241,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-1.70,EUR,1656.23,172f4547-bff7-45bd-9c6a-92df110e1be3
24-06-2021,16:25,24-06-2021,TGH P29.00 20AUG21,BEEN01828241,"Venda 2 TGH P29.00 20AUG21@0,3 EUR (BEEN01828241)",,EUR,60.00,EUR,1657.93,172f4547-bff7-45bd-9c6a-92df110e1be3
