Data,Hora,Data Valor,Produto,ISIN,Descrição,T.,Mudança,,Saldo,,ID da Ordem
01-03-2021,18:47,28-02-2021,,,Juros,,EUR,-6.38,EUR,-1717.02,
01-03-2021,11:21,28-02-2021,,,Custo de Conectividade DEGIRO 2021 (Euronext Derivatives - LFF),,EUR,-2.50,EUR,-1710.64,
22-02-2021,16:22,22-02-2021,CARNIVAL CORP,PA1436583006,Levantamento de divisa,1.2155,USD,-560.70,USD,0.00,e10ff1b6-a5b0-4ef9-9b7e-92d4a2020b12
22-02-2021,16:22,22-02-2021,CARNIVAL CORP,PA1436583006,Crédito de divisa,,EUR,461.29,EUR,-1708.14,e10ff1b6-a5b0-4ef9-9b7e-92d4a2020b12
22-02-2021,16:22,22-02-2021,CARNIVAL CORP,PA1436583006,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.07,EUR,-2169.43,e10ff1b6-a5b0-4ef9-9b7e-92d4a2020b12
22-02-2021,16:22,22-02-2021,CARNIVAL CORP,PA1436583006,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,-2169.36,e10ff1b6-a5b0-4ef9-9b7e-92d4a2020b12
22-02-2021,16:22,22-02-2021,CARNIVAL CORP,PA1436583006,"Venda 21 Carnival Corp@26,7 USD (PA1436583006)",,USD,560.70,USD,560.70,e10ff1b6-a5b0-4ef9-9b7e-92d4a2020b12
05-02-2021,14:12,05-02-2021,EUN P7.00 19FEB21,BEENX0474454,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.85,EUR,-2168.86,859e2583-1412-4cd9-a084-30a566dc84a7
05-02-2021,14:12,05-02-2021,EUN P7.00 19FEB21,BEENX0474454,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-1.70,EUR,-2168.01,859e2583-1412-4cd9-a084-30a566dc84a7
05-02-2021,14:12,05-02-2021,EUN P7.00 19FEB21,BEENX0474454,"Compra 1 EUN P7.00 19FEB21@0,21 EUR (BEENX0474454)",,EUR,-21.00,EUR,-2166.31,859e2583-1412-4cd9-a084-30a566dc84a7
05-02-2021,14:12,05-02-2021,EUN P7.00 19FEB21,BEENX0474454,"Compra 2 EUN P7.00 19FEB21@0,21 EUR (BEENX0474454)",,EUR,-42.00,EUR,-2145.31,859e2583-1412-4cd9-a084-30a566dc84a7
05-02-2021,14:12,05-02-2021,EUN P7.20 19FEB21,BEENX0474470,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-1.70,EUR,-2103.31,c4e1f60e-1439-4c54-b2bc-be1127f98df5
05-02-2021,14:12,05-02-2021,EUN P7.20 19FEB21,BEENX0474470,"Compra 2 EUN P7.20 19FEB21@0,33 EUR (BEENX0474470)",,EUR,-66.00,EUR,-2101.61,c4e1f60e-1439-4c54-b2bc-be1127f98df5
04-02-2021,16:12,04-02-2021,EUN P7.00 19FEB21,BEENX0474454,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-2.55,EUR,-2035.61,57630dc3-f9c5-45c4-8c62-4d5e2a7f3ffb
04-02-2021,16:12,04-02-2021,EUN P7.00 19FEB21,BEENX0474454,"Venda 3 EUN P7.00 19FEB21@0,36 EUR (BEENX0474454)",,EUR,108.00,EUR,-2033.06,57630dc3-f9c5-45c4-8c62-4d5e2a7f3ffb
02-02-2021,10:02,02-02-2021,EUN P7.20 19FEB21,BEENX0474470,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-1.70,EUR,-2141.06,0370e2b1-57cc-4e71-9d87-c384167fc2df
02-02-2021,10:02,02-02-2021,EUN P7.20 19FEB21,BEENX0474470,"Venda 2 EUN P7.20 19FEB21@0,62 EUR (BEENX0474470)",,EUR,124.00,EUR,-2139.36,0370e2b1-57cc-4e71-9d87-c384167fc2df
01-02-2021,17:34,31-01-2021,,,Juros,,EUR,-4.52,EUR,-2263.36,
31-01-2021,13:19,31-12-2020,,,Custo de Conectividade DEGIRO 2021 (New York Stock Exchange - NSY),,EUR,-2.50,EUR,-2258.84,
29-01-2021,19:11,29-01-2021,ASTRAZENECA PLC COMMON,US0463531089,Crédito de divisa,1.2120,USD,1267.25,USD,0.00,80e18c58-ada7-4a62-bf4e-2ae37df7be84
29-01-2021,19:11,29-01-2021,ASTRAZENECA PLC COMMON,US0463531089,Levantamento de divisa,,EUR,-1045.60,EUR,-2256.34,80e18c58-ada7-4a62-bf4e-2ae37df7be84
29-01-2021,19:11,29-01-2021,ASTRAZENECA PLC COMMON,US0463531089,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.08,EUR,-1210.74,80e18c58-ada7-4a62-bf4e-2ae37df7be84
29-01-2021,19:11,29-01-2021,ASTRAZENECA PLC COMMON,US0463531089,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,-1210.66,80e18c58-ada7-4a62-bf4e-2ae37df7be84
29-01-2021,19:11,29-01-2021,ASTRAZENECA PLC COMMON,US0463531089,"Compra 25 ASTRAZENECA PLC COMMON@50,69 USD (US0463531089)",,USD,-1267.25,USD,-1267.25,80e18c58-ada7-4a62-bf4e-2ae37df7be84
05-01-2021,17:14,31-12-2020,,,Juros,,EUR,-2.14,EUR,-1210.16,
04-01-2021,12:16,04-01-2021,,,"Depósitos na sua Conta Caixa na flatexDEGIRO Bank AG: 0,32 EUR",,,,EUR,-1208.02,
04-01-2021,12:16,04-01-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.32,EUR,-1208.34,
31-12-2020,00:51,31-12-2020,,,Flatex Interest,,EUR,-0.32,EUR,-1208.02,
17-12-2020,21:08,17-12-2020,ASTRAZENECA PLC COMMON,US0463531089,Crédito de divisa,1.2252,USD,506.70,USD,0.00,f71831e1-7017-45c1-98ef-6227391416ad
17-12-2020,21:08,17-12-2020,ASTRAZENECA PLC COMMON,US0463531089,Levantamento de divisa,,EUR,-413.57,EUR,-1207.70,f71831e1-7017-45c1-98ef-6227391416ad
17-12-2020,21:08,17-12-2020,ASTRAZENECA PLC COMMON,US0463531089,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.03,EUR,-794.13,f71831e1-7017-45c1-98ef-6227391416ad
17-12-2020,21:08,17-12-2020,ASTRAZENECA PLC COMMON,US0463531089,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,-794.10,f71831e1-7017-45c1-98ef-6227391416ad
17-12-2020,21:08,17-12-2020,ASTRAZENECA PLC COMMON,US0463531089,"Compra 10 ASTRAZENECA PLC COMMON@50,67 USD (US0463531089)",,USD,-506.70,USD,-506.70,f71831e1-7017-45c1-98ef-6227391416ad
17-12-2020,21:05,17-12-2020,CMB TECH NV,BE0003816338,Crédito de divisa,1.2253,USD,495.60,USD,0.00,2a01a794-83f0-411e-9dd6-bcd3d25ea155
17-12-2020,21:05,17-12-2020,CMB TECH NV,BE0003816338,Levantamento de divisa,,EUR,-404.48,EUR,-793.60,2a01a794-83f0-411e-9dd6-bcd3d25ea155
17-12-2020,21:05,17-12-2020,CMB TECH NV,BE0003816338,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.20,EUR,-389.12,2a01a794-83f0-411e-9dd6-bcd3d25ea155
17-12-2020,21:05,17-12-2020,CMB TECH NV,BE0003816338,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,-388.92,2a01a794-83f0-411e-9dd6-bcd3d25ea155
17-12-2020,21:05,17-12-2020,CMB TECH NV,BE0003816338,"Compra 60 CMB Tech NV@8,26 USD (BE0003816338)",,USD,-495.60,USD,-495.60,2a01a794-83f0-411e-9dd6-bcd3d25ea155
16-12-2020,08:49,15-12-2020,,,Levantamento de divisa,,EUR,12.33,EUR,-388.42,
16-12-2020,08:49,15-12-2020,,,Levantamento de divisa,1.2164,USD,-15.00,USD,0.00,
15-12-2020,13:15,15-12-2020,,,"Levantamentos da sua Conta Caixa na flatexDEGIRO Bank AG: 430,02 EUR",,,,EUR,-400.75,
15-12-2020,13:15,15-12-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,430.02,EUR,29.27,
15-12-2020,06:46,14-12-2020,SCORPIO TANKERS INC,MHY7542C1306,Dividendo,,USD,15.00,USD,15.00,
14-12-2020,15:33,14-12-2020,ASTRAZENECA PLC COMMON,US0463531089,Crédito de divisa,1.2149,USD,1008.60,USD,0.00,67e435cf-0bdf-497c-b45e-3bdb6da0bdfd
14-12-2020,15:33,14-12-2020,ASTRAZENECA PLC COMMON,US0463531089,Levantamento de divisa,,EUR,-830.20,EUR,-400.75,67e435cf-0bdf-497c-b45e-3bdb6da0bdfd
14-12-2020,15:33,14-12-2020,ASTRAZENECA PLC COMMON,US0463531089,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.07,EUR,429.45,67e435cf-0bdf-497c-b45e-3bdb6da0bdfd
14-12-2020,15:33,14-12-2020,ASTRAZENECA PLC COMMON,US0463531089,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,429.52,67e435cf-0bdf-497c-b45e-3bdb6da0bdfd
14-12-2020,15:33,14-12-2020,ASTRAZENECA PLC COMMON,US0463531089,"Compra 20 ASTRAZENECA PLC COMMON@50,43 USD (US0463531089)",,USD,-1008.60,USD,-1008.60,67e435cf-0bdf-497c-b45e-3bdb6da0bdfd
14-12-2020,12:30,14-12-2020,,,"Depósitos na sua Conta Caixa na flatexDEGIRO Bank AG: 382,14 EUR",,,,EUR,430.02,
14-12-2020,12:30,14-12-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-382.14,EUR,47.88,
11-12-2020,16:45,11-12-2020,CARNIVAL CORP,PA1436583006,Levantamento de divisa,1.2132,USD,-464.31,USD,0.00,3909bebe-12ba-4b31-9944-a16914a32f57
11-12-2020,16:45,11-12-2020,CARNIVAL CORP,PA1436583006,Crédito de divisa,,EUR,382.71,EUR,430.02,3909bebe-12ba-4b31-9944-a16914a32f57
11-12-2020,16:45,11-12-2020,CARNIVAL CORP,PA1436583006,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.07,EUR,47.31,3909bebe-12ba-4b31-9944-a16914a32f57
11-12-2020,16:45,11-12-2020,CARNIVAL CORP,PA1436583006,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,47.38,3909bebe-12ba-4b31-9944-a16914a32f57
11-12-2020,16:45,11-12-2020,CARNIVAL CORP,PA1436583006,"Venda 21 Carnival Corp@22,11 USD (PA1436583006)",,USD,464.31,USD,464.31,3909bebe-12ba-4b31-9944-a16914a32f57
03-12-2020,11:15,03-12-2020,,,"Depósitos na sua Conta Caixa na flatexDEGIRO Bank AG: 36,33 EUR",,,,EUR,47.88,
03-12-2020,11:15,03-12-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-36.33,EUR,11.55,
02-12-2020,15:58,30-11-2020,,,Juros,,EUR,-0.16,EUR,47.88,
02-12-2020,09:27,01-12-2020,,,Levantamento de divisa,,EUR,36.49,EUR,48.04,
02-12-2020,09:27,01-12-2020,,,Levantamento de divisa,1.2084,USD,-44.10,USD,0.00,
01-12-2020,11:31,01-12-2020,,,"Levantamentos da sua Conta Caixa na flatexDEGIRO Bank AG: 488,45 EUR",,,,EUR,11.55,
01-12-2020,11:31,01-12-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,488.45,EUR,500.00,
01-12-2020,09:37,30-11-2020,CMB TECH NV,BE0003816338,Dividendo,,USD,63.00,USD,44.10,
01-12-2020,09:37,30-11-2020,CMB TECH NV,BE0003816338,Imposto sobre dividendo,,USD,-18.90,USD,-18.90,
30-11-2020,12:00,30-11-2020,,,"Levantamentos da sua Conta Caixa na flatexDEGIRO Bank AG: 37,67 EUR",,,,EUR,11.55,
30-11-2020,12:00,30-11-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,37.67,EUR,49.22,
30-11-2020,09:00,30-11-2020,,,flatex Deposit,,EUR,500.00,EUR,11.55,
27-11-2020,17:16,27-11-2020,ASTRAZENECA PLC COMMON,US0463531089,Crédito de divisa,1.1941,USD,627.60,USD,0.00,cf57f735-8ce6-4979-8241-8b4175c9bfe1
27-11-2020,17:16,27-11-2020,ASTRAZENECA PLC COMMON,US0463531089,Levantamento de divisa,,EUR,-525.58,EUR,-488.45,cf57f735-8ce6-4979-8241-8b4175c9bfe1
27-11-2020,17:16,27-11-2020,ASTRAZENECA PLC COMMON,US0463531089,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.04,EUR,37.13,cf57f735-8ce6-4979-8241-8b4175c9bfe1
27-11-2020,17:16,27-11-2020,ASTRAZENECA PLC COMMON,US0463531089,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,37.17,cf57f735-8ce6-4979-8241-8b4175c9bfe1
27-11-2020,17:16,27-11-2020,ASTRAZENECA PLC COMMON,US0463531089,"Compra 12 ASTRAZENECA PLC COMMON@52,3 USD (US0463531089)",,USD,-627.60,USD,-627.60,cf57f735-8ce6-4979-8241-8b4175c9bfe1
25-11-2020,12:45,25-11-2020,,,"Levantamentos da sua Conta Caixa na flatexDEGIRO Bank AG: 453,84 EUR",,,,EUR,37.67,
25-11-2020,12:45,25-11-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,453.84,EUR,491.51,
24-11-2020,18:07,24-11-2020,ASTRAZENECA PLC COMMON,US0463531089,Crédito de divisa,1.1857,USD,537.50,USD,0.00,c25fe4fa-0ace-4e5d-a9ad-82b3d282a516
24-11-2020,18:07,24-11-2020,ASTRAZENECA PLC COMMON,US0463531089,Levantamento de divisa,,EUR,-453.31,EUR,37.67,c25fe4fa-0ace-4e5d-a9ad-82b3d282a516
24-11-2020,18:07,24-11-2020,ASTRAZENECA PLC COMMON,US0463531089,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.03,EUR,490.98,c25fe4fa-0ace-4e5d-a9ad-82b3d282a516
24-11-2020,18:07,24-11-2020,ASTRAZENECA PLC COMMON,US0463531089,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,491.01,c25fe4fa-0ace-4e5d-a9ad-82b3d282a516
24-11-2020,18:07,24-11-2020,ASTRAZENECA PLC COMMON,US0463531089,"Compra 10 ASTRAZENECA PLC COMMON@53,75 USD (US0463531089)",,USD,-537.50,USD,-537.50,c25fe4fa-0ace-4e5d-a9ad-82b3d282a516
24-11-2020,12:30,24-11-2020,,,"Levantamentos da sua Conta Caixa na flatexDEGIRO Bank AG: 272,71 EUR",,,,EUR,491.51,
24-11-2020,12:30,24-11-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,272.71,EUR,764.22,
23-11-2020,16:24,23-11-2020,ASTRAZENECA PLC COMMON,US0463531089,Crédito de divisa,1.1813,USD,321.54,USD,0.00,949b05a0-4360-41e4-815f-fd6a073362aa
23-11-2020,16:24,23-11-2020,ASTRAZENECA PLC COMMON,US0463531089,Levantamento de divisa,,EUR,-272.19,EUR,491.51,949b05a0-4360-41e4-815f-fd6a073362aa
23-11-2020,16:24,23-11-2020,ASTRAZENECA PLC COMMON,US0463531089,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.02,EUR,763.70,949b05a0-4360-41e4-815f-fd6a073362aa
23-11-2020,16:24,23-11-2020,ASTRAZENECA PLC COMMON,US0463531089,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,763.72,949b05a0-4360-41e4-815f-fd6a073362aa
23-11-2020,16:24,23-11-2020,ASTRAZENECA PLC COMMON,US0463531089,"Compra 6 ASTRAZENECA PLC COMMON@53,59 USD (US0463531089)",,USD,-321.54,USD,-321.54,949b05a0-4360-41e4-815f-fd6a073362aa
18-11-2020,15:58,17-11-2020,,,"Levantamentos da sua Conta Caixa na flatexDEGIRO Bank AG: 480,8 EUR",,,,EUR,764.22,
18-11-2020,15:58,17-11-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,480.80,EUR,1245.02,
16-11-2020,16:08,16-11-2020,ASTRAZENECA PLC COMMON,US0463531089,Crédito de divisa,1.1816,USD,567.50,USD,0.00,a92e5408-f969-4d6a-b94a-d34c8e61ebd5
16-11-2020,16:08,16-11-2020,ASTRAZENECA PLC COMMON,US0463531089,Levantamento de divisa,,EUR,-480.27,EUR,764.22,a92e5408-f969-4d6a-b94a-d34c8e61ebd5
16-11-2020,16:08,16-11-2020,ASTRAZENECA PLC COMMON,US0463531089,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.03,EUR,1244.49,a92e5408-f969-4d6a-b94a-d34c8e61ebd5
16-11-2020,16:08,16-11-2020,ASTRAZENECA PLC COMMON,US0463531089,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,1244.52,a92e5408-f969-4d6a-b94a-d34c8e61ebd5
16-11-2020,16:08,16-11-2020,ASTRAZENECA PLC COMMON,US0463531089,"Compra 10 ASTRAZENECA PLC COMMON@56,75 USD (US0463531089)",,USD,-567.50,USD,-567.50,a92e5408-f969-4d6a-b94a-d34c8e61ebd5
10-11-2020,12:15,10-11-2020,,,"Depósitos na sua Conta Caixa na flatexDEGIRO Bank AG: 1 240,86 EUR",,,,EUR,1245.02,
10-11-2020,12:15,10-11-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1240.86,EUR,4.16,
09-11-2020,15:55,09-11-2020,SIMON PROPERTY GROUP,US8288061091,Levantamento de divisa,1.1893,USD,-702.00,USD,0.00,1f7986c6-a060-49e9-8c33-f03fbdd6b2c7
09-11-2020,15:55,09-11-2020,SIMON PROPERTY GROUP,US8288061091,Crédito de divisa,,EUR,590.27,EUR,1245.02,1f7986c6-a060-49e9-8c33-f03fbdd6b2c7
09-11-2020,15:55,09-11-2020,SIMON PROPERTY GROUP,US8288061091,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.03,EUR,654.75,1f7986c6-a060-49e9-8c33-f03fbdd6b2c7
09-11-2020,15:55,09-11-2020,SIMON PROPERTY GROUP,US8288061091,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,654.78,1f7986c6-a060-49e9-8c33-f03fbdd6b2c7
09-11-2020,15:55,09-11-2020,SIMON PROPERTY GROUP,US8288061091,Venda 9 Simon Property Group@78 USD (US8288061091),,USD,702.00,USD,702.00,1f7986c6-a060-49e9-8c33-f03fbdd6b2c7
09-11-2020,15:53,09-11-2020,SIMON PROPERTY GROUP,US8288061091,Levantamento de divisa,1.1893,USD,-775.00,USD,0.00,c6ef9b6a-30a8-4dc8-9b29-1804f38832be
09-11-2020,15:53,09-11-2020,SIMON PROPERTY GROUP,US8288061091,Crédito de divisa,,EUR,651.65,EUR,655.28,c6ef9b6a-30a8-4dc8-9b29-1804f38832be
09-11-2020,15:53,09-11-2020,SIMON PROPERTY GROUP,US8288061091,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.03,EUR,3.63,c6ef9b6a-30a8-4dc8-9b29-1804f38832be
09-11-2020,15:53,09-11-2020,SIMON PROPERTY GROUP,US8288061091,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,3.66,c6ef9b6a-30a8-4dc8-9b29-1804f38832be
09-11-2020,15:53,09-11-2020,SIMON PROPERTY GROUP,US8288061091,"Venda 10 Simon Property Group@77,5 USD (US8288061091)",,USD,775.00,USD,775.00,c6ef9b6a-30a8-4dc8-9b29-1804f38832be
03-11-2020,11:45,03-11-2020,,,"Levantamentos da sua Conta Caixa na flatexDEGIRO Bank AG: 4,44 EUR",,,,EUR,4.16,
03-11-2020,11:45,03-11-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,4.44,EUR,8.60,
02-11-2020,16:06,31-10-2020,,,Juros,,EUR,-4.44,EUR,4.16,
28-10-2020,11:45,28-10-2020,,,"Depósitos na sua Conta Caixa na flatexDEGIRO Bank AG: 8,6 EUR",,,,EUR,8.60,
28-10-2020,11:45,28-10-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-8.60,EUR,0.00,
27-10-2020,12:15,27-10-2020,,,"Levantamentos da sua Conta Caixa na flatexDEGIRO Bank AG: 248,16 EUR",,,,EUR,8.60,
27-10-2020,12:15,27-10-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,248.16,EUR,256.76,
27-10-2020,07:39,26-10-2020,,,Levantamento de divisa,,EUR,17.75,EUR,8.60,
27-10-2020,07:39,26-10-2020,,,Levantamento de divisa,1.1821,USD,-20.99,USD,0.00,
26-10-2020,15:16,26-10-2020,SCORPIO TANKERS INC,MHY7542C1306,Crédito de divisa,1.1803,USD,303.00,USD,20.99,ae7ac02a-71ee-4bd0-bfd5-38abf6103917
26-10-2020,15:16,26-10-2020,SCORPIO TANKERS INC,MHY7542C1306,Levantamento de divisa,,EUR,-256.71,EUR,-9.15,ae7ac02a-71ee-4bd0-bfd5-38abf6103917
26-10-2020,15:16,26-10-2020,SCORPIO TANKERS INC,MHY7542C1306,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.10,EUR,247.56,ae7ac02a-71ee-4bd0-bfd5-38abf6103917
26-10-2020,15:16,26-10-2020,SCORPIO TANKERS INC,MHY7542C1306,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,247.66,ae7ac02a-71ee-4bd0-bfd5-38abf6103917
26-10-2020,15:16,26-10-2020,SCORPIO TANKERS INC,MHY7542C1306,"Compra 30 Scorpio Tankers Inc@10,1 USD (MHY7542C1306)",,USD,-303.00,USD,-282.01,ae7ac02a-71ee-4bd0-bfd5-38abf6103917
26-10-2020,07:17,23-10-2020,SIMON PROPERTY GROUP,US8288061091,Dividendo,,USD,24.70,USD,20.99,
26-10-2020,07:17,23-10-2020,SIMON PROPERTY GROUP,US8288061091,Imposto sobre dividendo,,USD,-3.71,USD,-3.71,
12-10-2020,13:45,12-10-2020,,,"Depósitos na sua Conta Caixa na flatexDEGIRO Bank AG: 20,15 EUR",,,,EUR,248.16,
12-10-2020,13:45,12-10-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-20.15,EUR,228.01,
09-10-2020,11:15,09-10-2020,,,Levantamentos da sua Conta Caixa na flatexDEGIRO Bank AG: 20 EUR,,,,EUR,248.16,
09-10-2020,11:15,09-10-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,20.00,EUR,268.16,
09-10-2020,09:27,08-10-2020,,,Levantamento de divisa,,EUR,20.15,EUR,248.16,
09-10-2020,09:27,08-10-2020,,,Levantamento de divisa,1.1772,USD,-23.73,USD,0.00,
08-10-2020,16:01,08-10-2020,EUR/USD,EURUSD......,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-10.00,EUR,228.01,
08-10-2020,16:01,08-10-2020,EUR/USD,EURUSD......,Crédito de divisa,1.1742,USD,11.73,USD,23.73,
08-10-2020,16:01,08-10-2020,EUR/USD,EURUSD......,Levantamento de divisa,,EUR,-10.00,EUR,238.01,
01-10-2020,06:31,30-09-2020,,,Flatex Interest,,EUR,-0.11,EUR,248.01,
30-09-2020,06:16,29-09-2020,SCORPIO TANKERS INC,MHY7542C1306,Dividendo,,USD,12.00,USD,12.00,
02-09-2020,13:15,02-09-2020,,,"Depósitos na sua Conta Caixa na flatexDEGIRO Bank AG: 192,75 EUR",,,,EUR,248.12,
02-09-2020,13:15,02-09-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-192.75,EUR,55.37,
01-09-2020,08:03,31-08-2020,,,Levantamento de divisa,,EUR,192.75,EUR,248.12,
01-09-2020,08:03,31-08-2020,,,Levantamento de divisa,1.1948,USD,-230.30,USD,0.00,
31-08-2020,11:09,28-08-2020,CMB TECH NV,BE0003816338,Dividendo,,USD,329.00,USD,230.30,
31-08-2020,11:09,28-08-2020,CMB TECH NV,BE0003816338,Imposto sobre dividendo,,USD,-98.70,USD,-98.70,
17-08-2020,14:30,17-08-2020,,,"Depósitos na sua Conta Caixa na flatexDEGIRO Bank AG: 55,37 EUR",,,,EUR,55.37,
17-08-2020,14:30,17-08-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-55.37,EUR,0.00,
14-08-2020,11:00,13-08-2020,EUR CASH FUND FUNDSHARE,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 56,2515 @ 0,9844 EUR",,EUR,0.25,EUR,55.37,
06-08-2020,12:04,05-08-2020,EUR CASH FUND FUNDSHARE,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 2,538 @ 0,9845 EUR",,EUR,0.01,EUR,55.12,
05-08-2020,15:04,31-07-2020,,,Custo de Conectividade DEGIRO 2020 (Euronext Derivatives - LFF),,EUR,-2.50,EUR,55.12,
30-07-2020,12:03,29-07-2020,EUR CASH FUND FUNDSHARE,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 9,5663 @ 0,9846 EUR",,EUR,-0.04,EUR,57.62,
29-07-2020,12:04,28-07-2020,EUR CASH FUND FUNDSHARE,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 468,762 @ 0,9847 EUR",,EUR,2.20,EUR,57.66,
29-07-2020,08:38,28-07-2020,,,Levantamento de divisa,,EUR,9.42,EUR,55.46,
29-07-2020,08:38,28-07-2020,,,Levantamento de divisa,1.1728,USD,-11.05,USD,0.00,
27-07-2020,17:32,27-07-2020,SIMON PROPERTY GROUP,US8288061091,Crédito de divisa,1.1751,USD,541.80,USD,11.05,c167d6c1-94b8-4fb6-ad97-33b459347dfe
27-07-2020,17:32,27-07-2020,SIMON PROPERTY GROUP,US8288061091,Levantamento de divisa,,EUR,-461.06,EUR,46.04,c167d6c1-94b8-4fb6-ad97-33b459347dfe
27-07-2020,17:32,27-07-2020,SIMON PROPERTY GROUP,US8288061091,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,507.10,c167d6c1-94b8-4fb6-ad97-33b459347dfe
27-07-2020,17:32,27-07-2020,SIMON PROPERTY GROUP,US8288061091,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.03,EUR,507.60,c167d6c1-94b8-4fb6-ad97-33b459347dfe
27-07-2020,17:32,27-07-2020,SIMON PROPERTY GROUP,US8288061091,"Compra 9 Simon Property Group@60,2 USD (US8288061091)",,USD,-541.80,USD,-530.75,c167d6c1-94b8-4fb6-ad97-33b459347dfe
27-07-2020,07:58,24-07-2020,SIMON PROPERTY GROUP,US8288061091,Dividendo,,USD,13.00,USD,11.05,
27-07-2020,07:58,24-07-2020,SIMON PROPERTY GROUP,US8288061091,Imposto sobre dividendo,,USD,-1.95,USD,-1.95,
15-07-2020,00:00,14-07-2020,EUR CASH FUND FUNDSHARE,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,-5.18,EUR,507.63,
13-07-2020,12:03,10-07-2020,EUR CASH FUND FUNDSHARE,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 495,005 @ 0,985 EUR",,EUR,2.48,EUR,512.81,
