Data,Hora,Produto,ISIN,Bolsa de,Bolsa,Quantidade,Preços,,Valor local,,Valor,,Taxa de Câmbio,Custos de transação,,Total,,ID da Ordem
27-08-2021,15:45,ADR ON ALIBABA GROUP HOLDING,US01609W1027,NSY,XNAS,10,160.2500,USD,-1602.50,USD,-1364.88,EUR,1.1741,-0.53,EUR,-1365.41,EUR,69438f05-8182-42b8-aaea-19cb7fbd9ae7
27-08-2021,15:42,FLOWTRADERS,NL0011279492,EAM,MESI,25,34.7000,EUR,-867.50,EUR,-867.50,EUR,,-4.43,EUR,-871.93,EUR,95901690-b015-49c0-9da9-6fd11ff5f9e6
27-08-2021,15:40,VERIZON COMMUNICATIONS,US92343V1044,NSY,XNAS,-16,54.5600,USD,872.96,USD,743.45,EUR,1.1742,-0.55,EUR,742.90,EUR,f5e8ffdf-4f46-4533-b7aa-b50e8c1832de
27-08-2021,15:39,ABBVIE INC. COMMON STO,US00287Y1091,NSY,SOHO,-6,120.0200,USD,720.12,USD,613.34,EUR,1.1741,-0.52,EUR,612.82,EUR,edc087bf-974c-4857-9b36-d4a8c62ec0b0
19-08-2021,13:01,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,5,71.6300,EUR,-358.15,EUR,-358.15,EUR,,,EUR,-358.15,EUR,c036c8b3-9831-4a81-876b-99327d7fd347
17-08-2021,11:36,FLW P33.00 20AUG21,NLEN02301567,LFF,XEUE,1,0.1100,EUR,-11.00,EUR,-11.00,EUR,,-0.85,EUR,-11.85,EUR,fe39d215-cc7e-4158-8798-a1a98b787e02
13-08-2021,17:05,EUN P6.50 17DEC21,BEEN01556081,LFF,XBRD,-3,0.5200,EUR,156.00,EUR,156.00,EUR,,-2.55,EUR,153.45,EUR,de37f1c7-a22c-4131-a7cf-fb980a4b3927
13-08-2021,15:39,EUN P7.00 17DEC21,BEEN01399722,LFF,XBRD,-3,0.7600,EUR,228.00,EUR,228.00,EUR,,-2.55,EUR,225.45,EUR,2e8e4c85-45b6-4c95-a439-52cdeaf53381
12-08-2021,11:55,EUN P6.80 15OKT21,BEEN02212031,LFF,XBRD,-3,0.3800,EUR,114.00,EUR,114.00,EUR,,-2.55,EUR,111.45,EUR,2a5f59a1-960e-4731-b617-c212e3cdf067
10-08-2021,12:02,EUN P7.00 15OKT21,BEEN02259339,LFF,XBRD,-2,0.5700,EUR,114.00,EUR,114.00,EUR,,-1.70,EUR,112.30,EUR,28439a47-32d0-444b-be27-d7b3bf44fa5a
10-08-2021,11:26,EUN P6.50 17DEC21,BEEN01556081,LFF,XBRD,-3,0.4300,EUR,129.00,EUR,129.00,EUR,,-2.55,EUR,126.45,EUR,276cccca-b888-4b6e-82a6-3ab3662a180a
04-08-2021,11:48,EUN P7.00 15OKT21,BEEN02259339,LFF,XBRD,-4,0.4200,EUR,168.00,EUR,168.00,EUR,,-3.40,EUR,164.60,EUR,6b9678df-53a2-4379-8cde-2eae759b862c
27-07-2021,15:31,"TENCENT HLDGS   HD-,00002",KYG875721634,FRA,FRAB,10,48.7950,EUR,-487.95,EUR,-487.95,EUR,,-7.94,EUR,-495.89,EUR,35056d5a-fc22-43e5-8dc1-26f3da32f253
27-07-2021,15:31,ADR ON ALIBABA GROUP HOLDING,US01609W1027,NSY,XNYS,3,184.0000,USD,-552.00,USD,-466.97,EUR,1.1821,-0.51,EUR,-467.48,EUR,93646077-26c5-438d-ac08-3fb27d9c84e6
23-07-2021,15:35,TGH P29.00 20AUG21,BEEN01828241,LFF,XBRD,2,0.1700,EUR,-34.00,EUR,-34.00,EUR,,-1.70,EUR,-35.70,EUR,0cf78d4a-494c-4360-a567-930d2673d0b3
23-07-2021,13:43,FLOWTRADERS,NL0011279492,EAM,AQEU,25,34.0800,EUR,-852.00,EUR,-852.00,EUR,,-4.43,EUR,-856.43,EUR,02b636bf-bdb6-4615-a448-4762ed4d59b1
23-07-2021,13:41,TGH P30.00 20AUG21,BEEN01828266,LFF,XBRD,1,0.2500,EUR,-25.00,EUR,-25.00,EUR,,-0.85,EUR,-25.85,EUR,b8e3b543-58bd-44fe-878a-e8a9a56ab621
23-07-2021,13:37,EUN P7.00 17DEC21,BEEN01399722,LFF,XBRD,3,0.5000,EUR,-150.00,EUR,-150.00,EUR,,-2.55,EUR,-152.55,EUR,e8c7cde2-14b4-4edf-ae81-764c2ed24226
23-07-2021,13:01,FLW P33.00 20AUG21,NLEN02301567,LFF,XEUE,-1,0.7000,EUR,70.00,EUR,70.00,EUR,,-0.85,EUR,69.15,EUR,4aa6a3ca-5685-4510-b908-cd1df8171cb4
19-07-2021,16:00,EUN P7.00 17DEC21,BEEN01399722,LFF,XBRD,-3,0.6000,EUR,180.00,EUR,180.00,EUR,,-2.55,EUR,177.45,EUR,17b7cc18-b984-45c5-9c7b-6aa5e1cd6bf4
06-07-2021,13:43,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,10,70.7500,EUR,-707.50,EUR,-707.50,EUR,,,EUR,-707.50,EUR,6a12c680-5c2b-40b4-8dac-f3f79e423b26
24-06-2021,16:25,TGH P29.00 20AUG21,BEEN01828241,LFF,XBRD,-2,0.3000,EUR,60.00,EUR,60.00,EUR,,-1.70,EUR,58.30,EUR,172f4547-bff7-45bd-9c6a-92df110e1be3
24-06-2021,16:15,TGH P30.00 20AUG21,BEEN01828266,LFF,XBRD,1,0.5500,EUR,-55.00,EUR,-55.00,EUR,,-0.85,EUR,-55.85,EUR,8925b106-df9a-478b-903c-ddf2b82703e7
18-06-2021,22:00,UCB P68.00 18JUN21,BEEN01396421,LFF,,1,0.0000,EUR,0.00,EUR,0.00,EUR,,,EUR,0.00,EUR,
16-06-2021,12:04,COL P49.00 18JUN21,BEEN01397049,LFF,XBRD,1,2.4000,EUR,-240.00,EUR,-240.00,EUR,,-0.85,EUR,-240.85,EUR,f04e2317-8ed8-47ad-9aad-86bca66c88be
16-06-2021,11:54,COL P48.00 17DEC21,BEEN00724821,LFF,XBRD,-3,4.1000,EUR,1230.00,EUR,1230.00,EUR,,-2.55,EUR,1227.45,EUR,bb1ae7c9-b1ea-4d4c-824b-26238062e19f
16-06-2021,11:45,COL P48.00 18JUN21,BEENX9291016,LFF,XBRD,3,1.6500,EUR,-495.00,EUR,-495.00,EUR,,-2.55,EUR,-497.55,EUR,a6965ec4-d7e1-40d5-a796-e4acfa92754c
15-06-2021,10:11,COL P48.00 18JUN21,BEENX9291016,LFF,XBRD,-1,0.2300,EUR,23.00,EUR,23.00,EUR,,-0.85,EUR,22.15,EUR,d2269374-1159-4ead-956e-6b3037715a76
14-06-2021,15:35,ADR ON ALIBABA GROUP HOLDING,US01609W1027,NSY,SOHO,5,213.0900,USD,-1065.45,USD,-878.58,EUR,1.2127,-0.52,EUR,-879.10,EUR,470e8c3b-f16d-4bd8-9bfe-bf4ab8efc88f
14-06-2021,14:22,COL P49.00 18JUN21,BEEN01397049,LFF,XBRD,-1,0.4200,EUR,42.00,EUR,42.00,EUR,,-0.85,EUR,41.15,EUR,5c6bdeb8-87f7-4b92-b919-2edf8b0ca457
14-06-2021,14:12,COL P48.00 18JUN21,BEENX9291016,LFF,XBRD,-2,0.2300,EUR,46.00,EUR,46.00,EUR,,-1.70,EUR,44.30,EUR,dbb9c168-291f-4262-af9a-23d7ea76b15a
14-06-2021,13:19,UCB P68.00 16JUL21,BEEN01590718,LFF,XBRD,1,0.1000,EUR,-10.00,EUR,-10.00,EUR,,-0.85,EUR,-10.85,EUR,8dc058d3-98b4-443a-80a6-394ddb77170c
07-06-2021,11:13,"TENCENT HLDGS   HD-,00002",KYG875721634,FRA,FRAB,8,64.0700,EUR,-512.56,EUR,-512.56,EUR,,-7.96,EUR,-520.52,EUR,5e52cfc7-c8c2-4c52-98c9-15b80e1021dd
04-06-2021,10:24,UCB P68.00 16JUL21,BEEN01590718,LFF,XBRD,-1,0.4000,EUR,40.00,EUR,40.00,EUR,,-0.85,EUR,39.15,EUR,c6c6f2da-1949-425c-82f0-399ad4d028c1
04-06-2021,10:20,UCB P64.00 16JUL21,BEEN01689072,LFF,XBRD,-2,0.2000,EUR,40.00,EUR,40.00,EUR,,-1.70,EUR,38.30,EUR,d0b3b5ca-5b7a-484d-ad9a-0af3a915bfd2
04-06-2021,10:19,UCB P64.00 16JUL21,BEEN01689072,LFF,XBRD,2,0.2500,EUR,-50.00,EUR,-50.00,EUR,,-1.70,EUR,-51.70,EUR,a62975b1-4a13-48fb-9d00-225bcf9eeca7
01-06-2021,12:13,TGH P30.00 20AUG21,BEEN01828266,LFF,XBRD,-2,0.6000,EUR,120.00,EUR,120.00,EUR,,-1.70,EUR,118.30,EUR,51c99554-8932-44eb-83bd-89d1790d7d76
28-05-2021,11:06,UCB P72.00 16JUL21,BEEN01590734,LFF,XBRD,1,0.8500,EUR,-85.00,EUR,-85.00,EUR,,-0.85,EUR,-85.85,EUR,8450b56c-faba-4756-8709-cd536f0ed47f
27-05-2021,13:38,UCB P72.00 16JUL21,BEEN01590734,LFF,XBRD,-1,1.0500,EUR,105.00,EUR,105.00,EUR,,-0.85,EUR,104.15,EUR,1aa08779-7100-461b-9081-929f3883afa9
25-05-2021,15:34,VERIZON COMMUNICATIONS,US92343V1044,NSY,SOHO,2,56.6600,USD,-113.32,USD,-92.57,EUR,1.2242,-0.51,EUR,-93.08,EUR,7735b443-00d2-4bd7-8715-3684b69bf327
24-05-2021,16:09,ADR ON ALIBABA GROUP HOLDING,US01609W1027,NSY,CDED,6,210.1400,USD,-1260.84,USD,-1031.36,EUR,1.2225,-0.52,EUR,-1031.88,EUR,cdc77130-4d88-440b-beac-8144647171ae
21-05-2021,22:00,UCB P68.00 21MAY21,BEEN00104545,LFF,,2,0.0000,EUR,0.00,EUR,0.00,EUR,,,EUR,0.00,EUR,
21-05-2021,12:33,OESX P3625.00 21MAY21,DE000C5122X2,ERX,,1,0.0000,EUR,0.00,EUR,0.00,EUR,,,EUR,0.00,EUR,
13-05-2021,17:11,ADR ON ALIBABA GROUP HOLDING,US01609W1027,NSY,CDED,2,209.2000,USD,-418.40,USD,-346.59,EUR,1.2072,-0.51,EUR,-347.10,EUR,9af5e96c-f5dc-4712-8f13-dccc433336c8
13-05-2021,11:43,UCB P68.00 18JUN21,BEEN01396421,LFF,XBRD,-1,0.4000,EUR,40.00,EUR,40.00,EUR,,-0.85,EUR,39.15,EUR,21e8c107-89f3-43ec-8370-2b70b9a13e87
12-05-2021,11:21,OESX P3625.00 21MAY21,DE000C5122X2,ERX,XEUR,-1,5.2000,EUR,52.00,EUR,52.00,EUR,,-0.75,EUR,51.25,EUR,a2942106-80af-4fd4-bbfe-f0c6b5e7ff28
12-05-2021,11:12,OESX P3750.00 21MAY21,DE000C512376,ERX,XEUR,1,11.8000,EUR,-118.00,EUR,-118.00,EUR,,-0.75,EUR,-118.75,EUR,f2f91071-deb9-4bd2-a05d-4e3c3844d453
10-05-2021,10:56,OESX P3750.00 21MAY21,DE000C512376,ERX,XEUR,-1,4.9000,EUR,49.00,EUR,49.00,EUR,,-0.75,EUR,48.25,EUR,6efb20a4-0222-40e1-84f7-a2711a6a2c8d
10-05-2021,10:53,OESX P3325.00 21MAY21,DE000C512277,ERX,XEUR,1,1.0000,EUR,-10.00,EUR,-10.00,EUR,,-0.75,EUR,-10.75,EUR,dd5db2e6-2be9-4769-a7bd-db48f67bec1f
10-05-2021,10:02,EUN P6.00 17SEP21,BEEN00728020,LFF,XBRD,5,0.1400,EUR,-70.00,EUR,-70.00,EUR,,-4.25,EUR,-74.25,EUR,3beee7d4-40b4-4be7-bc97-65adffa447df
10-05-2021,09:12,EUN P6.00 18JUN21,BEENX9832363,LFF,XBRD,5,0.0300,EUR,-15.00,EUR,-15.00,EUR,,-4.25,EUR,-19.25,EUR,ebd563a9-bfb8-4b26-a0b2-0b33ff63ba5f
05-05-2021,10:46,UCB P72.00 21MAY21,BEEN01158813,LFF,XBRD,1,0.4500,EUR,-45.00,EUR,-45.00,EUR,,-0.85,EUR,-45.85,EUR,48edf1b5-1953-43be-bc20-9dc06923e8b4
04-05-2021,16:01,ADR ON ALIBABA GROUP HOLDING,US01609W1027,NSY,CDED,1,227.6200,USD,-227.62,USD,-189.37,EUR,1.2020,-0.50,EUR,-189.87,EUR,3700fe9d-17dc-4f08-9f17-1b303ff92c29
04-05-2021,14:41,UCB P68.00 21MAY21,BEEN00104545,LFF,XBRD,-2,0.2200,EUR,44.00,EUR,44.00,EUR,,-1.70,EUR,42.30,EUR,cf2d0325-30fa-46c9-b127-f6425cafd00c
03-05-2021,13:07,TGH P32.00 21MAY21,BEEN01161775,LFF,XBRD,3,0.1000,EUR,-30.00,EUR,-30.00,EUR,,-2.55,EUR,-32.55,EUR,f9fecb7c-45f8-44db-9d82-4ffc2f6b782f
27-04-2021,15:41,VERIZON COMMUNICATIONS,US92343V1044,NSY,CDED,4,56.4000,USD,-225.60,USD,-186.82,EUR,1.2076,-0.51,EUR,-187.33,EUR,a3af8571-23b3-486d-95b0-7ebe8bb4c828
23-04-2021,10:14,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,25,66.5900,EUR,-1664.75,EUR,-1664.75,EUR,,,EUR,-1664.75,EUR,e1e3192a-8e86-457d-b0e0-9b53c104211b
23-04-2021,10:14,OESX P3325.00 21MAY21,DE000C512277,ERX,XEUR,-1,4.3000,EUR,43.00,EUR,43.00,EUR,,-0.75,EUR,42.25,EUR,0691c335-1152-4af3-85a5-201cc3089c05
22-04-2021,18:12,ASTRAZENECA PLC COMMON,US0463531089,NSY,SOHO,-63,53.0000,USD,3339.00,USD,2779.49,EUR,1.2013,-0.71,EUR,2778.78,EUR,52033afd-caf6-4441-927d-36e3c151c177
21-04-2021,17:18,ASTRAZENECA PLC COMMON,US0463531089,NSY,ARCX,-50,53.0500,USD,2652.50,USD,2204.54,EUR,1.2032,-0.67,EUR,2203.87,EUR,0972b1c6-ff76-4860-b909-36e6141fb090
21-04-2021,15:36,EUN P6.00 18JUN21,BEENX9832363,LFF,XBRD,-5,0.1000,EUR,50.00,EUR,50.00,EUR,,-4.25,EUR,45.75,EUR,05cee93f-e665-4061-b3e5-f270bc264a9c
16-04-2021,11:14,EUN P6.00 17SEP21,BEEN00728020,LFF,XBRD,-5,0.3000,EUR,150.00,EUR,150.00,EUR,,-4.25,EUR,145.75,EUR,503fbabb-c657-4a3e-91da-30f800f3d9e8
13-04-2021,16:40,"TENCENT HLDGS   HD-,00002",KYG875721634,FRA,FRAB,8,67.3700,EUR,-538.96,EUR,-538.96,EUR,,-7.99,EUR,-546.95,EUR,fa95c10c-98f1-4266-ad41-865564404eb3
31-03-2021,15:36,TGH P32.00 21MAY21,BEEN01161775,LFF,XBRD,-1,0.6000,EUR,60.00,EUR,60.00,EUR,,-0.85,EUR,59.15,EUR,70c664b5-4c71-404d-8ce1-a5f65dee083d
30-03-2021,11:16,UCB P72.00 21MAY21,BEEN01158813,LFF,XBRD,-1,0.8000,EUR,80.00,EUR,80.00,EUR,,-0.85,EUR,79.15,EUR,33b4520a-f7fb-4e0b-83c1-f657b668a710
30-03-2021,10:49,TGH P32.00 21MAY21,BEEN01161775,LFF,XBRD,-2,0.4000,EUR,80.00,EUR,80.00,EUR,,-1.70,EUR,78.30,EUR,2bf330f5-fc7b-4cec-ad6b-c5f40df58e4d
17-03-2021,16:53,ABBVIE INC. COMMON STO,US00287Y1091,NSY,CDED,6,104.5900,USD,-627.54,USD,-526.99,EUR,1.1908,-0.52,EUR,-527.51,EUR,d6f5d352-3e12-43ca-8ace-603a6f2f9542
15-03-2021,16:05,ADR ON ALIBABA GROUP HOLDING,US01609W1027,NSY,ARCX,3,227.9900,USD,-683.97,USD,-573.27,EUR,1.1931,-0.51,EUR,-573.78,EUR,b2f6d50d-b9d3-494d-88b4-ab17a8f5823c
15-03-2021,16:05,VERIZON COMMUNICATIONS,US92343V1044,NSY,CDED,10,55.4300,USD,-554.30,USD,-464.59,EUR,1.1931,-0.53,EUR,-465.12,EUR,bf2beaf8-8c57-47d6-ae49-ccf03e2d4dee
10-03-2021,16:36,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,5,63.7100,EUR,-318.55,EUR,-318.55,EUR,,,EUR,-318.55,EUR,1610547a-2ea5-49b3-8bf0-b1bc771254d1
10-03-2021,16:34,SCORPIO TANKERS INC. C,MHY7542C1306,NSY,CDED,-20,18.0000,USD,360.00,USD,302.62,EUR,1.1896,-0.57,EUR,302.05,EUR,b647a797-4393-4a58-931b-39c4bb5b4f88
10-03-2021,16:34,SCORPIO TANKERS INC. C,MHY7542C1306,NSY,XNAS,-130,17.8500,USD,2320.50,USD,1950.94,EUR,1.1894,-0.94,EUR,1950.00,EUR,9ef4f7f5-fb4b-474b-871a-360b0e4e957d
02-03-2021,18:34,ASTRAZENECA PLC COMMON,US0463531089,NSY,BATS,20,47.9200,USD,-958.40,USD,-793.51,EUR,1.2078,-0.57,EUR,-794.08,EUR,d3ca06b8-7f18-4116-b470-9d9c842140e3
22-02-2021,16:22,CARNIVAL CORPORATION C,PA1436583006,NSY,ARCX,-21,26.7000,USD,560.70,USD,461.75,EUR,1.2143,-0.57,EUR,461.18,EUR,e10ff1b6-a5b0-4ef9-9b7e-92d4a2020b12
05-02-2021,14:12,EUN P7.00 19FEB21,BEENX0474454,LFF,XBRD,3,0.2100,EUR,-63.00,EUR,-63.00,EUR,,-2.55,EUR,-65.55,EUR,859e2583-1412-4cd9-a084-30a566dc84a7
05-02-2021,14:12,EUN P7.20 19FEB21,BEENX0474470,LFF,XBRD,2,0.3300,EUR,-66.00,EUR,-66.00,EUR,,-1.70,EUR,-67.70,EUR,c4e1f60e-1439-4c54-b2bc-be1127f98df5
04-02-2021,16:12,EUN P7.00 19FEB21,BEENX0474454,LFF,XBRD,-3,0.3600,EUR,108.00,EUR,108.00,EUR,,-2.55,EUR,105.45,EUR,57630dc3-f9c5-45c4-8c62-4d5e2a7f3ffb
02-02-2021,10:02,EUN P7.20 19FEB21,BEENX0474470,LFF,XBRD,-2,0.6200,EUR,124.00,EUR,124.00,EUR,,-1.70,EUR,122.30,EUR,0370e2b1-57cc-4e71-9d87-c384167fc2df
29-01-2021,19:11,ASTRAZENECA PLC COMMON,US0463531089,NSY,CDED,25,50.6900,USD,-1267.25,USD,-1044.55,EUR,1.2132,-0.58,EUR,-1045.13,EUR,80e18c58-ada7-4a62-bf4e-2ae37df7be84
17-12-2020,21:08,ASTRAZENECA PLC COMMON,US0463531089,NSY,CDED,10,50.6700,USD,-506.70,USD,-413.16,EUR,1.2264,-0.53,EUR,-413.69,EUR,f71831e1-7017-45c1-98ef-6227391416ad
17-12-2020,21:05,EURONAV NV ORDINARY SH,BE0003816338,NSY,SOHO,60,8.2600,USD,-495.60,USD,-404.08,EUR,1.2265,-0.70,EUR,-404.78,EUR,2a01a794-83f0-411e-9dd6-bcd3d25ea155
14-12-2020,15:33,ASTRAZENECA PLC COMMON,US0463531089,NSY,CDED,20,50.4300,USD,-1008.60,USD,-829.37,EUR,1.2161,-0.57,EUR,-829.94,EUR,67e435cf-0bdf-497c-b45e-3bdb6da0bdfd
11-12-2020,16:45,CARNIVAL CORPORATION C,PA1436583006,NSY,CDED,-21,22.1100,USD,464.31,USD,383.09,EUR,1.2120,-0.57,EUR,382.52,EUR,3909bebe-12ba-4b31-9944-a16914a32f57
27-11-2020,17:16,ASTRAZENECA PLC COMMON,US0463531089,NSY,ARCX,12,52.3000,USD,-627.60,USD,-525.06,EUR,1.1953,-0.54,EUR,-525.60,EUR,cf57f735-8ce6-4979-8241-8b4175c9bfe1
24-11-2020,18:07,ASTRAZENECA PLC COMMON,US0463531089,NSY,ARCX,10,53.7500,USD,-537.50,USD,-452.86,EUR,1.1869,-0.53,EUR,-453.39,EUR,c25fe4fa-0ace-4e5d-a9ad-82b3d282a516
23-11-2020,16:24,ASTRAZENECA PLC COMMON,US0463531089,NSY,CDED,6,53.5900,USD,-321.54,USD,-271.92,EUR,1.1825,-0.52,EUR,-272.44,EUR,949b05a0-4360-41e4-815f-fd6a073362aa
16-11-2020,16:08,ASTRAZENECA PLC COMMON,US0463531089,NSY,CDED,10,56.7500,USD,-567.50,USD,-479.79,EUR,1.1828,-0.53,EUR,-480.32,EUR,a92e5408-f969-4d6a-b94a-d34c8e61ebd5
09-11-2020,15:55,SIMON PROPERTY GROUP,US8288061091,NSY,BATS,-9,78.0000,USD,702.00,USD,590.86,EUR,1.1881,-0.53,EUR,590.33,EUR,1f7986c6-a060-49e9-8c33-f03fbdd6b2c7
09-11-2020,15:53,SIMON PROPERTY GROUP,US8288061091,NSY,BATS,-10,77.5000,USD,775.00,USD,652.30,EUR,1.1881,-0.53,EUR,651.77,EUR,c6ef9b6a-30a8-4dc8-9b29-1804f38832be
26-10-2020,15:16,SCORPIO TANKERS INC. C,MHY7542C1306,NSY,ARCX,30,10.1000,USD,-303.00,USD,-256.45,EUR,1.1815,-0.60,EUR,-257.05,EUR,ae7ac02a-71ee-4bd0-bfd5-38abf6103917
27-07-2020,17:32,SIMON PROPERTY GROUP,US8288061091,NSY,,9,60.2000,USD,-541.80,USD,-460.60,EUR,1.1763,-0.53,EUR,-461.13,EUR,c167d6c1-94b8-4fb6-ad97-33b459347dfe
10-07-2020,16:43,CALLON PETROLEUM COMPA,US13123X1028,NSY,,-500,1.1100,USD,555.00,USD,490.33,EUR,1.1319,-2.26,EUR,488.07,EUR,e5d06efa-5604-432c-8eff-aa91a16c1949
09-07-2020,16:26,CALLON PETROLEUM COMPA,US13123X1028,NSY,,96,1.0800,USD,-103.68,USD,-91.53,EUR,1.1328,-0.34,EUR,-91.87,EUR,ab30a4c1-d870-4d38-a015-97c95cb3e624
09-07-2020,16:26,CALLON PETROLEUM COMPA,US13123X1028,NSY,,404,1.0800,USD,-436.32,USD,-385.31,EUR,1.1324,-1.93,EUR,-387.24,EUR,ab30a4c1-d870-4d38-a015-97c95cb3e624
30-06-2020,15:50,EUN C10.00 17JUL20,BEENX8800023,LFF,,-6,0.0100,EUR,6.00,EUR,6.00,EUR,,-5.10,EUR,0.90,EUR,d6d61aba-02d6-4845-93e6-a0284024bf10
30-06-2020,15:48,EURONAV NV ORDINARY SH,BE0003816338,NSY,,100,7.9600,USD,-796.00,USD,-709.26,EUR,1.1223,-0.86,EUR,-710.12,EUR,594bdb68-5e78-4136-8364-2a872b452e5c
30-06-2020,15:46,SCORPIO TANKERS INC. C,MHY7542C1306,NSY,,40,13.0000,USD,-520.00,USD,-463.38,EUR,1.1222,-0.64,EUR,-464.02,EUR,d377f8bb-d45c-4dc6-a6c8-a1c2bb0f096a
29-06-2020,16:55,EUN C10.00 17JUL20,BEENX8800023,LFF,,6,0.0900,EUR,-54.00,EUR,-54.00,EUR,,-5.10,EUR,-59.10,EUR,e7f6c82f-506a-4de6-be2b-45fb512c3c64
11-06-2020,16:30,EURONAV NV ORDINARY SH,BE0003816338,NSY,CDED,100,9.9100,USD,-991.00,USD,-869.83,EUR,1.1393,-0.85,EUR,-870.68,EUR,c4d57b26-17da-4af0-8260-012053412583
09-06-2020,19:16,SIMON PROPERTY GROUP,US8288061091,NSY,XNAS,10,86.5500,USD,-865.50,USD,-763.30,EUR,1.1339,-0.53,EUR,-763.83,EUR,c5d0a7e8-4939-4484-8eef-c0c6ff3794f4
09-06-2020,17:29,CALLON PETROLEUM COMPA,US13123X1028,NSY,XNAS,-800,2.0900,USD,1672.00,USD,1471.96,EUR,1.1359,-2.82,EUR,1469.14,EUR,8ef00d14-32c8-47d0-aef3-44dc8e69be34
09-06-2020,17:29,CALLON PETROLEUM COMPA,US13123X1028,NSY,IEXG,-100,2.0900,USD,209.00,USD,184.03,EUR,1.1357,-0.85,EUR,183.18,EUR,8ef00d14-32c8-47d0-aef3-44dc8e69be34
09-06-2020,15:52,CALLON PETROLEUM COMPA,US13123X1028,NSY,ARCX,300,2.0700,USD,-621.00,USD,-546.75,EUR,1.1358,-1.06,EUR,-547.81,EUR,a679d210-e442-49e8-86c3-5885e5669fd0
09-06-2020,15:52,CALLON PETROLEUM COMPA,US13123X1028,NSY,ARCX,400,2.0700,USD,-828.00,USD,-729.00,EUR,1.1358,-1.41,EUR,-730.41,EUR,45b13e8f-7f8e-477b-8296-8ecf22a3337a
09-06-2020,15:52,CALLON PETROLEUM COMPA,US13123X1028,NSY,EDGX,100,2.0700,USD,-207.00,USD,-182.25,EUR,1.1358,-0.85,EUR,-183.10,EUR,a679d210-e442-49e8-86c3-5885e5669fd0
09-06-2020,15:52,CALLON PETROLEUM COMPA,US13123X1028,NSY,EDGX,100,2.0700,USD,-207.00,USD,-182.25,EUR,1.1358,-0.85,EUR,-183.10,EUR,45b13e8f-7f8e-477b-8296-8ecf22a3337a
08-06-2020,15:48,EURONAV NV ORDINARY SH,BE0003816338,NSY,CDED,200,10.3000,USD,-2060.00,USD,-1821.48,EUR,1.1309,-1.20,EUR,-1822.68,EUR,90a71fee-0cb4-47ec-8d7d-c50bfd259e9d
05-06-2020,15:34,CALLON PETROLEUM COMPA,US13123X1028,NSY,CDED,-3000,1.0500,USD,3150.00,USD,2783.29,EUR,1.1318,-11.11,EUR,2772.18,EUR,701556b6-70c6-47db-8715-6730f26a8cee
03-06-2020,19:21,EURONAV NV ORDINARY SH,BE0003816338,NSY,XNYS,150,9.9500,USD,-1492.50,USD,-1328.08,EUR,1.1238,-1.03,EUR,-1329.11,EUR,2e3a7da4-5314-49c1-9fbe-f76b3a7f8fb7
22-05-2020,16:31,EURONAV NV ORDINARY SH,BE0003816338,NSY,CDED,50,9.5400,USD,-477.00,USD,-437.57,EUR,1.0901,-0.68,EUR,-438.25,EUR,1c0814cd-44f4-450e-845f-040127efabce
13-05-2020,19:16,CALLON PETROLEUM COMPA,US13123X1028,NSY,SOHO,1900,0.7085,USD,-1346.15,USD,-1244.48,EUR,1.0817,-7.03,EUR,-1251.51,EUR,7282235b-24e3-42a0-adb8-36e0922e475f
13-05-2020,19:13,CALLON PETROLEUM COMPA,US13123X1028,NSY,"EDGX, IEXG",238,0.7000,USD,-166.60,USD,-153.98,EUR,1.0819,-0.88,EUR,-154.86,EUR,7282235b-24e3-42a0-adb8-36e0922e475f
13-05-2020,19:06,CALLON PETROLEUM COMPA,US13123X1028,NSY,"ARCX, XNAS",371,0.6900,USD,-255.99,USD,-236.66,EUR,1.0817,-1.37,EUR,-238.03,EUR,7282235b-24e3-42a0-adb8-36e0922e475f
13-05-2020,18:53,CALLON PETROLEUM COMPA,US13123X1028,NSY,"ARCX, XNAS, XNYS",391,0.6800,USD,-265.88,USD,-245.56,EUR,1.0827,-1.45,EUR,-247.01,EUR,7282235b-24e3-42a0-adb8-36e0922e475f
13-05-2020,18:51,CALLON PETROLEUM COMPA,US13123X1028,NSY,IEXG,100,0.6800,USD,-68.00,USD,-62.79,EUR,1.0829,-0.87,EUR,-63.66,EUR,7282235b-24e3-42a0-adb8-36e0922e475f
12-05-2020,17:54,EURONAV NV ORDINARY SH,BE0003816338,NSY,ARCX,50,9.7000,USD,-485.00,USD,-446.31,EUR,1.0867,-0.68,EUR,-446.99,EUR,8bc92679-c30d-4aa8-b9aa-c38f4d15d2ac
11-05-2020,19:56,SCORPIO TANKERS INC. C,MHY7542C1306,NSY,BATS,30,17.7500,USD,-532.50,USD,-492.51,EUR,1.0812,-0.61,EUR,-493.12,EUR,781bb6d1-5d96-4283-8e4d-300cbbfec8d6
